id,indicator_id,census_tract_id,sub_group_indicator_name,year,value
1,2,630200,uninsured,2019,189
2,2,580700,uninsured,2019,1066
3,2,590600,uninsured,2019,352
4,2,600700,uninsured,2019,161
5,2,611900,uninsured,2019,194
6,2,804505,uninsured,2019,177
7,2,804701,uninsured,2019,821
8,2,804706,uninsured,2019,138
9,2,824005,uninsured,2019,214
10,2,824006,uninsured,2019,83
11,2,824113,uninsured,2019,603
12,2,824114,uninsured,2019,161
13,2,824115,uninsured,2019,138
14,2,824116,uninsured,2019,581
15,2,824117,uninsured,2019,507
16,2,824119,uninsured,2019,131
17,2,824120,uninsured,2019,240
18,2,824121,uninsured,2019,112
19,2,824122,uninsured,2019,182
20,2,824123,uninsured,2019,162
21,2,825303,uninsured,2019,296
22,2,825304,uninsured,2019,350
23,2,830007,uninsured,2019,105
24,2,830008,uninsured,2019,222
25,2,830500,uninsured,2019,931
26,2,830600,uninsured,2019,687
27,2,830700,uninsured,2019,400
28,2,830800,uninsured,2019,83
29,2,830900,uninsured,2019,162
30,2,831000,uninsured,2019,17
31,2,831100,uninsured,2019,1832
32,2,806004,uninsured,2019,850
33,2,811900,uninsured,2019,157
34,2,191000,uninsured,2019,367
35,2,805600,uninsured,2019,42
36,2,802002,uninsured,2019,204
37,2,802504,uninsured,2019,534
38,2,802702,uninsured,2019,104
39,2,803008,uninsured,2019,174
40,2,803200,uninsured,2019,142
41,2,803500,uninsured,2019,77
42,2,804102,uninsured,2019,129
43,2,824505,uninsured,2019,470
44,2,825900,uninsured,2019,475
45,2,826000,uninsured,2019,459
46,2,826100,uninsured,2019,627
47,2,826304,uninsured,2019,349
48,2,242300,uninsured,2019,42
49,2,760801,uninsured,2019,691
50,2,490300,uninsured,2019,161
51,2,490700,uninsured,2019,247
52,2,500100,uninsured,2019,73
53,2,520400,uninsured,2019,511
54,2,820902,uninsured,2019,701
55,2,821001,uninsured,2019,251
56,2,821002,uninsured,2019,483
57,2,822200,uninsured,2019,154
58,2,822500,uninsured,2019,143
59,2,822801,uninsured,2019,210
60,2,823200,uninsured,2019,231
61,2,823603,uninsured,2019,373
62,2,823705,uninsured,2019,228
63,2,824107,uninsured,2019,313
64,2,824300,uninsured,2019,536
65,2,825504,uninsured,2019,73
66,2,222200,uninsured,2019,23
67,2,811600,uninsured,2019,887
68,2,811800,uninsured,2019,315
69,2,814400,uninsured,2019,807
70,2,815702,uninsured,2019,367
71,2,815800,uninsured,2019,54
72,2,816100,uninsured,2019,433
73,2,816300,uninsured,2019,617
74,2,817000,uninsured,2019,458
75,2,818500,uninsured,2019,335
76,2,818700,uninsured,2019,86
77,2,200100,uninsured,2019,547
78,2,160900,uninsured,2019,185
79,2,170900,uninsured,2019,320
80,2,220300,uninsured,2019,93
81,2,630100,uninsured,2019,139
82,2,661000,uninsured,2019,881
83,2,670200,uninsured,2019,74
84,2,10400,uninsured,2019,364
85,2,380100,uninsured,2019,70
86,2,671800,uninsured,2019,44
87,2,691100,uninsured,2019,230
88,2,530300,uninsured,2019,346
89,2,560900,uninsured,2019,194
90,2,580300,uninsured,2019,489
91,2,611300,uninsured,2019,490
92,2,611600,uninsured,2019,385
93,2,620300,uninsured,2019,1012
94,2,620400,uninsured,2019,358
95,2,120100,uninsured,2019,138
96,2,140100,uninsured,2019,562
97,2,831500,uninsured,2019,566
98,2,831200,uninsured,2019,1286
